exp_id;ind_id;locationName;companyName;description;title;startDate_month;startDate_year;endDate_month;endDate_year;industry;company_empl_low;company_empl_high;title_direction;titleconsulting;titlefounder
73;14;Paris Metropolitan Region;livementor;"J'ai construit et animé l'équipe Expérience de LiveMentor durant 2 années. Cette équipe avait pour objectif :
- de maximiser l'engagement et la satisfaction des élèves
- de construire de nouvelles formations
- de développer le meilleur produit en ligne d'accompagnement et de coaching des entrepreneurs

Elle était composée de 3 pôles principaux (environ 15 personnes) :
- Mentors : nous sommes passés de 3 à 20 mentors indépendants.
- Customer Success : Inexistante en 2018, nous avons recruté 5 profils pour construire cette team.
- Design & Tech : l'équipe était composée d'un designer et 4 développeurs";CPO;11;2019;6;2020;['Computer Software'];2;10;1;0;0
74;14;Paris Metropolitan Region;VOXE;"Je suis cofondateur de Voxe.org, aujourd'hui première newsletter dédiée à l'empowerment féminin.

A l'origine, Voxe est une initiative neutre et non partisane qui permet à tous de mieux s’informer pour mieux s’engager, et avoir un impact sur la société.
A l'occasion des élections présidentielles françaises de 2012, plus de 4 millions comparaisons de programmes ont été faites sur la plateforme grâce à notre comparateur de programmes politiques. Le projet a été cité et repris dans près de 70 médias (dont l'Express, Le Nouvel Obs, 20 minutes, Métro, le Parisien, le Figaro, le Monde, le Huffington Post, France info, France 2, OWNI, France 24, les Echos, Frenchweb, madmoizelle, Rue89, etc ...). 
Voxe.org a également la Mention spéciale ""Félicitations du jury"" lors 1er concours Dataconnexions en mai 2012.
En 2015, Voxe.org est lauréat du Google Impact Challenge.
En 2016, Voxe édite le VoxeBot, le premier chatbot dédié au débat public.
En 2019, Voxe devient une newsletter qui s'adresse aux femmes.";Founder et board member;9;2011;0;0;['Computer Software'];2;10;0;0;1
75;15;Paris Metropolitan Region;digischool group;;Board Member;9;2018;0;0;['Information Technology', 'and Services'];11;50;0;0;0
76;15;Paris Metropolitan Region;deezer;"Creation of the first Growth hacking team in France (20 people : Product managers, Data scientists, User & Market researchers )

Built a growth engine dedicated to : customer engagement, conversion, anti churn. 
Optimized the freemium model 
Helped create a data driven mindset 
";Head of Product Growth;7;2013;9;2016;['Information Technology', 'and Services'];11;50;1;0;0
77;15;Paris Metropolitan Region;make.org;Make.org is an independent, European citizen initiative. Our mission is to provide citizens with the tools they need to weigh in on political debate so that elected officials and civil society can meaningfully commit to transforming our societies.;Co-Founder & Chief Product Officer;7;2016;4;2018;['Information Technology', 'and Services'];11;50;0;0;1
78;15;Paris Metropolitan Region;make.org;;Co-founder &  CEO;5;2018;0;0;['Information Technology', 'and Services'];11;50;1;0;1
79;15;Paris Metropolitan Region;deezer;"Employee #70 ; First growth marketer @Deezer 
";Business Manager BtoC France;3;2012;6;2013;['Information Technology', 'and Services'];11;50;0;0;0
80;16;;klarna;As a first role when joining Klarna, I was asked to provide interim leadership of 3 operational teams, directly managing 3 team leads directly, and ~40 indirectly. Focus was on supporting managers, as well as process improvements for increased efficiency within teams, which resulted in a 50% decrease in average handling time and direct savings of 4 FTE.;Interim Accountable Group Lead (AGL) - Anti-Money Laundering (AML+CTF) Compliance Operations ;3;2021;5;2021;['Computer Software'];5001;10000;0;0;0
81;16;;klarna;"- act as a  'manager of managers' (or CL to CLs in Klarnaspeak) supporting them in their professional development, leading review and promotion, and helping them improve as Organizational Developers within Klarna. Directly managed 6 FTE , indirectly 20. 
- responsible with other CGLs and Competence owner for defining the Competence strategy and value proposition within Klarna - reflecting on how the Competence can be developed from a strategic and tactical point of view to achieve the vision.";Competence Group Lead (CGL) - Organizational Development/Business Operations;6;2022;0;0;['Computer Software'];5001;10000;0;0;0
82;16;Berlin Metropolitan Region;hertie school;"Developed and taught courses, totalling 39 teaching hours, in the Spring of 2021 and 2022
The first course, titled 'Impact and Change Pathways' was co-taught with UK Barrister Anna Hoffmann and focuses on theoretical frameworks, practical applications, and case studies for impacting social change.  
The second course, 'Starting a Social Business from Scratch', acts as a crash course in entrepreneurship for policy students, focusing on ideation, value propositions, business model design, traction, and financing.";Adjunct Lecturer;2;2021;0;0;['Computer Software'];5001;10000;0;0;0
83;16;;klarna;;Team Lead (AL) - Anti Money Laundering (AML+CTF) KPI and Reporting Team;5;2021;0;0;['Computer Software'];5001;10000;0;0;0
84;16;;klarna;"- act as a competence manager to 4 organizational developers within Klarna, from associate to manager level, supporting their professional development, creating growth and development plans, troubleshooting, leading probation/promotion/compensation review. 
- support organizational development hiring, lead over 40 hiring interviews, both skills and behavioral, to support Klarna in raising the bar in the acquisition of talent.";Competence Lead (CL) - Organizational Development/Business Operations;11;2021;6;2022;['Computer Software'];5001;10000;0;0;0
85;17;Paris Metropolitan Region;open source politics;"We provide open source #civictech platforms and high-level counsulting to cities, public institutions, companies and nonprofit engaging in participatory democracy.

More than 200 clients: European Commission, French National Assembly, French Senate, French Climate Convention, French Court of Accompts, Federal State of Belgium, Regions and Departments, cities (Bordeaux, Lille, Toulouse, Marseille, Nanc…) New York City, several political movements, Decathlon, EDF, Emmaüs, Greenpeace…";Co-founder & General Manager;5;2016;0;0;['Computer Software'];2;10;1;0;1
86;17;Paris Metropolitan Region;ecs (european communication school);Master degree (1st & 2nd year) - 30 hours of presentations and workshops on Democratic Innovation and Participatory Democracy at the European level.;University Lecturer;2;2022;5;2022;['Computer Software'];2;10;0;0;0
87;17;Région de Lisbonne, Portugal;web summit;"Panelist on the topic ""We the People: Building and Engaging Movements"" at the Forum.";Speaker;11;2017;11;2017;['Computer Software'];2;10;0;0;0
88;17;Lille Metropolitan Region;sciences po lille;"Lecturer on Digital, Democracy and Public Action in Audencia Nantes/Sciences Po Lille's Master ""Managing Public Policies"".";University Lecturer;9;2016;12;2019;['Computer Software'];2;10;0;0;0
89;17;Paris Metropolitan Region;sciences po;12 courses on Democratic Innovations, helping students design the best consultation on Youth policies (2021) and freeing up time (2022).;University Lecturer;1;2021;4;2022;['Computer Software'];2;10;0;0;0
90;18;Paris Metropolitan Region;parlement & citoyens;;Président;2;2013;0;0;['Computer Software'];11;50;1;0;0
91;18;Paris Metropolitan Region;cap collectif;Startup experte dans le domaine de l'intelligence collective qui propose une plateforme de consultation en ligne aux organisations publiques et privées.;CEO;7;2014;0;0;['Computer Software'];11;50;1;0;0
92;18;France / Québec / Tunisie / Suisse / Belgique;démocratie ouverte;Collectif francophone dédié à la promotion de la démocratie ouverte (open government) - #transparence #participation #collaboration;Co-Fondateur;9;2011;0;0;['Computer Software'];11;50;0;0;1
93;18;Paris Metropolitan Region;spin partners;Responsable du développement et des partenariats;Associé;11;2002;6;2012;['Computer Software'];11;50;0;0;0
94;18;Paris Metropolitan Region;assemblée nationale;;Collaborateur parlementaire;3;2009;8;2010;['Computer Software'];11;50;0;0;0
95;19;;versentech holdings;"""Pledge fund"" opérant les transactions M&A technologiques pour le compte de Family Offices canadiens. 
En charge des due diligence stratégiques dans le domaine des nouveaux médias, applications réseaux sociaux, semi-conducteurs et écrans plats, en collaboration avec des experts du MIT.";Directeur de la stratégie;9;2003;1;2005;['Management Consulting'];11;50;1;0;0
96;19;Paris Metropolitan Region;bluenove;"Société de technologie et de conseil spécialisée en intelligence collective massive. 

Convaincu de l’importance des valeurs d’écoute, d’inclusion et d’engagement de toutes les parties prenantes, bluenove intervient comme un accélérateur des transitions, en mobilisant massivement l’intelligence collective au sein des organisations publiques ou privées, et en activant des pratiques de co-construction résolument vertueuses. 

Avec une équipe de 50 consultants et développeurs, nous défendons la diversité des points de vue, la consultation de l’ensemble des écosystèmes, l’art de la nuance et du débat raisonné, le respect de la complexité des problèmes comme pré-requis d’une saine décision. C’est pourquoi nous développons avec la plus grande rigueur des solutions technologiques et méthodologiques d'intelligence collective permettant de co-créer, avec le souci du plus grand nombre et de la plus grande diversité, les solutions de demain aux problèmes les plus exigeants.

Nous contribuons à développer l'intelligence collective massive dans le secteur privé (CAC40), dans le secteur public (administrations, collectivités, agences et opérateurs de l'Etat) et dans le monde de l'enseignement (écoles, universités). 

Nous avons travaillé pour près de 150 clients parmi lesquels : Engie, EDF, Caisse des Dépôts, Crédit Agricole, Société Générale, BNP Paribas, Decathlon, Citeo, Enedis, Vinci, Bouygues, SNCF, Total, Airbus, Safran, Michelin, Sodexo, Carrefour, Ministère de la Transition Ecologique, Ministère de la Justice, DITP, Ademe, Ministère de l'Education, OFB, Office International de la Francophonie, Commission Européenne, Matignon, CESE, Harvard Kennedy School, UNESCO, etc.";Co-fondateur et co-président BLUENOVE;8;2014;0;0;['Management Consulting'];11;50;1;0;1
97;19;;algoé;"Conseil en politiques publiques et en stratégie de territoires
Conseil en stratégie de croissance PME 
Nouveaux business models et innovation stratégique
Industries créatives";Consultant en stratégie ;0;1992;0;1999;['Management Consulting'];11;50;0;1;0
98;19;Montreal, Canada Area;imagination for people;"Plateforme Web multilingue dédiée à l'innovation sociale et à la créativité citoyenne. 

Cette plateforme collaborative à but non lucratif vise à identifier les projets d'innovation sociétale les plus originaux et les plus rupturistes afin de les documenter et de les aider à passer à l'échelle. Ces projets, au-delà de l'ESS conventionnelle (associatif, coopératives, fondations...), sont initiés par des entrepreneurs sociaux, des organisations publiques, des entreprises privées, des communautés ouvertes ou structurées, dans un esprit de partenariat PPP (Public - Private - People) à des échelles locale, nationale ou internationale. 

Imagination for People a lancé la plateforme Assembl : une plateforme d'intelligence collective nativement multilingue soutenue par des algorithmes d'analyse sémantique, en partenariat historique avec le MIT (Center for Collective Intelligence), l'Open University (UK) et la Commission européenne (Projet Catalyst).";Fondateur d'IMAGINATION FOR PEOPLE;7;2011;2;2017;['Management Consulting'];11;50;0;0;1
99;19;Montreal, Canada Area;deloitte;"Développement économique ; stratégie industrielle et territoriale ; politique de ""cluster"" et de pôles de compétitivité ; plan stratégique pour PME à forte croissance ; villes créatives ; plateformes collaboratives de filières ou de territoires ; politiques publiques d'accélération du développement économique et des partenariats Public-Privé.
Lancement et développement de la practice Deloitte ""Cluster management and acceleration"" à l'échelle internationale avec l'ancien Ministre des Affaires Etrangères du Canada.";Directeur Principal;2;2005;12;2012;['Management Consulting'];11;50;1;0;0
100;20;Paris Metropolitan Region;betclic everest group;"Responsible for the customer database animation and content management for the brands Betclic and Everest Poker (online betting, poker) for the French market. Creation and management of a team of 8 people (CRM, designers, copywriters) 
- Defined and implemented communication plans and automated customer journeys through all channels (on-site messaging, emails, SMS push notifications, mailing, VMS), database segmentation
- Monitored the editorial and promotional animation of the sites, e-merchandising, production of all the content and communications towards customers
- Developed customer value and engagement (activation, anti-churn, reactivation, upsell, xsell) through the optimization of targeting and segmentation, testing and customer journey improvement. Reported on campaign performance and KPIs. 
- Owned business requests for new tool deployment, customer journey improvement, and the launch of new features and sites
- Managed the commercial relationship with CRM suppliers: takeover bids, supplier selection, roll-out supervision, contract drafting, invoicing, user training
- Managed the CRM budget";CRM and Content Manager, French market;4;2012;10;2015;['Information Technology', 'and Services'];11;50;0;0;0
101;20;Paris Metropolitan Region;make.org;"Make.org is a B2C and B2B2C citizen consultation plateform that aims at putting citizens' opinions in the center of decision making.

As Chief Product Officer, I own the product strategy and vision, along with the user engagement strategy (acquisition, growth, CRM). I am a COMEX member and I manage a 4 people team.
- Built the product and marketing roadmap, prioritized business, user, data and technical stakes, aligned with stakeholders.
- Launched the new concertation product (research, prototype, testing, MVP)
- Increased user research, qualitative and quantitative testing, data-driven decision making
- Continuously improved delivery, worflow and rituals to foster collaboration, delivery efficiency and visibility
- Supported pre-saled in client discussion and calls for tenders, trained sales team";Chief Product Officer;1;2019;0;0;['Information Technology', 'and Services'];11;50;0;0;0
102;20;Paris Metropolitan Region;make.org;"- I conceived and delivered the first version of the consultation service, which includes the website, the widget for partner implementation, the back-office for content moderation and management, the tracking and monitoring tools set-up
- I have organized the delivery workflow and the agile rituals with the tech team 
- I have lead the launch of the first consultations, designed and deployed the first acquisition campaigns, monitored performances, liaised with partners to optimize communication strategy";First Product Manager;8;2016;12;2017;['Information Technology', 'and Services'];11;50;0;0;0
103;20;Paris Metropolitan Region;make.org;"As Head of Acquisition and CRM, I am a COMEX member. 
My goal is to increase the number of active user in order to reach the target volume of participants per consultation while reducing the cost of acquisition and ensuring the representativeness of the results.
- Designed and deployed acquisition campaigns on Meta, Twitter, Linkedin and retention campaigns
- Monitored performance very closely, overviewed the set-up of advanced dashboards to increase efficiency and make tactical decisions faster
- Continuously tested creatives, targets, campaign setup, channels..
Recruited 1 million users in 24 languages for “WeEuropeans”, the most important consultation about the future of Europe whose results were presented to the European Parliament";Head of Acquisition & CRM;1;2018;12;2018;['Information Technology', 'and Services'];11;50;1;0;0
104;20;Paris Metropolitan Region;deezer;"Responsible for the multi-channel CRM strategy and communication deployment plan with the objective of improving user engagement, conversion of free users to paying subscribers, and retention rates (6 million paying subscribers / 180 countries). Management of 6 CRM specialists.
- Implemented and managed the customer lifecycle journeys: new user onboarding  according to registration channel and partner (B2C but also B2B such as telephone providers), anti-churn plans and retention plans
- Optimized the engagement programme through an advanced use of personalisation, content recommendation and AB testing
- Defined, set-up and deployed promotional / adhoc campaigns
- Overviewed the development of in-house CRM tools and testing of external solutions in collaboration with the technical teams";Global CRM Manager;11;2015;8;2016;['Information Technology', 'and Services'];11;50;0;0;0
105;21;Paris Metropolitan Region;afup;AFUP is the French Association of the PHP Users. It mainly organizes twice a year one of the largest European events for PHP developers. Complete informations on http://afup.org/;President;2;2012;2;2013;['Information Technology', 'and Services'];11;50;1;0;0
106;21;Paris Metropolitan Region;clever age;I was the technical leader of the PHP center of the company, and headed the expertise center, in charge of all the technical publications and participations to conferences.;PHP BU Manager, head of Expertise center, Symfony expert;7;2008;2;2012;['Information Technology', 'and Services'];11;50;1;0;0
107;21;Paris Metropolitan Region;afup;AFUP is the French Association of the PHP Users. It mainly organizes twice a year one of the largest European events for PHP developers. Complete informations on http://afup.org/;Vice President;2;2011;2;2012;['Information Technology', 'and Services'];11;50;1;0;0
108;21;Paris Metropolitan Region;redirection.io;redirection.io is the perfect tool for managing HTTP redirections for businesses, marketing and SEO, and much more. Catch and fix HTTP errors on the fly, avoid content errors and enhance your Web content.;CEO;1;2018;0;0;['Information Technology', 'and Services'];11;50;1;0;0
109;21;Paris Metropolitan Region;jolicode;I created JoliCode in 2012 in order to raise the level of quality of Web projects. We are full of energy and passion, come meet us at jolicode.com!;Web and mobile expert;3;2012;0;0;['Information Technology', 'and Services'];11;50;0;0;0
110;22;Paris Metropolitan Region;bluenove;Proudly sharing this role with Frank Escoubes;Co-Founder & Co-President;2;2017;0;0;['Management Consulting'];11;50;1;0;1
111;22;;Orange;In addition: Director Music since end of 2004;Director Business Development & Partnerships + Director Music;5;2003;7;2006;['Management Consulting'];11;50;1;0;0
112;22;;Orange;"Create and develop the 'Orange Start Up Program' as a Corporate Open Innovation programme.
Manage business development opportunities and partnerships woldwide with start-ups and venture capital funds with focus on WEB 2.0 and convergence (web and mobile)
Contribute to the development of new Orange ad-funded business models and 2.0 services such as www.pikeo.com, www.soundtribes.com, www.bubbletop.com or www.whosegame.com.
Check : http://www.bluenove.com";Director of the 'Orange Start Up Programme';8;2006;5;2008;['Management Consulting'];11;50;1;0;0
113;22;Paris Metropolitan Region;bluenove;http://www.bluenove.com;President & COO;9;2014;0;0;['Management Consulting'];11;50;1;0;0
114;22;Paris Metropolitan Region;bluenove;http://www.bluenove.com;CEO & Founder;5;2008;8;2014;['Management Consulting'];11;50;1;0;1
115;23;;;;;0;0;0;0;['Computer Software'];2;10;0;0;0
116;23;;;;;0;0;0;0;['Computer Software'];2;10;0;0;0
117;23;Paris Metropolitan Region;ehess - école des hautes études en sciences sociales;"Atelier de méthodologie de la recherche
Séminaire de recherche sur la Cifre en sciences sociales";Enseignant;11;2020;10;2021;['Computer Software'];2;10;0;0;0
118;23;;open source politics;;Responsable pôle R&D - Doctorant;12;2018;1;2023;['Computer Software'];2;10;1;0;0
119;23;Paris Metropolitan Region;sciences po;Cours dédié aux innovations démocratiques, pour aider les étudiant.e.s à construire une démarche de consultation sur les politiques de jeunesses;Enseignant;1;2021;12;2022;['Computer Software'];2;10;0;0;0
120;24;Paris Metropolitan Region;france digitale;;Directeur Affaires publiques et Communications;1;2019;3;2019;['Civic', 'Social Organization'];2;10;1;0;0
121;24;;sell - syndicat des éditeurs de logiciels de loisirs;https://www.sell.fr/;Délégué général;8;2020;0;0;['Civic', 'Social Organization'];2;10;0;0;0
122;24;75011;make.org;;Directeur des Affaires publiques;2;2017;6;2018;['Civic', 'Social Organization'];2;10;1;0;0
123;24;;make.org;;Directeur Communication et Affaires publiques;6;2018;1;2019;['Civic', 'Social Organization'];2;10;1;0;0
124;24;;ministère de l’économie, des finances et de la relance;;Chef de cabinet, conseiller parlementaire de Cedric O;3;2019;6;2020;['Civic', 'Social Organization'];2;10;0;1;0
125;25;;VOXE;"Voxe is a mission : reconciling millennials with public debate and engagement. Through our chatbot, we enable millennials to be better informed in order to have an impact to engage in public debate. 

Coordination of the #Hello2017 program with external partnerships, including : 
- candidate relations,
- media partnership implementation, 
- collaboration with political parties in the context of party primaries, 
- comparison tool management (tech and partnership).";Coordinatrice de projet;8;2016;6;2017;['Higher Education'];2;10;1;0;0
126;25;;VOXE;"Depuis janvier 2020, Voxe, c’est un média d'actu et d'empowerment féminin. Notre mission c'est de construire une génération de femmes puissantes en comblant un trou dans la raquette du paysage médiatique : les femmes s'informent moins que les hommes, notamment parce que les médias actuels sont portés et écrits en majorité par des hommes. Or, un individu moins bien informé, c'est un individu qui a moins de pouvoir, et nous voulons rétablir ce déséquilibre au moment où le monde a besoin d'une société éclairée face aux différentes urgences (climatique par ex) et échéances qui arrivent.
 
* Notre outil phare est une newsletter matinale (à tester gratuitement sur voxe.org) qui réveille déjà plusieurs dizaines de milliers de jeunes actives du lundi au vendredi et décrypte l'actu de la journée en 5 minutes. 
* En bonus, la newsletter donne chaque jour des tips concrets pour se forger une opinion et la faire entendre, au bureau, face à son banquier, dans la vie politique etc. Cette newsletter gratuite est soutenue par un modèle publicitaire. 
* En parallèle nous avons développé un club payant qui compte déjà plusieurs centaines de membres et des formations en ligne qui ont conquis plus de 200 personnes en un an.";Cofounder & head of business;1;2020;0;0;['Higher Education'];2;10;1;0;1
127;25;Paris Metropolitan Region;sanofi;"Specific tasks : 
- Business Intelligence on countries at risk
- Monitoring of the Public Affairs strategy for the Intercontinental region
- Monitoring of the CSR strategy for the Intercontinental region
- Monitoring of public-private partnership proposals in the regions
- Participation in training for Public Affairs managers in the regions";Public Affairs, Région Intercontinentale;1;2015;7;2015;['Higher Education'];2;10;0;0;0
128;25;;burson-marsteller i&e;"Specific tasks : 
- Business Intelligence (media, institutional, social networks)
- Mapping of institutional actors and / or influencers
- Analysis of legislative projects and follow-up of legislative files
- Organization of events for decision-makers and / or influencers
- Development of 360 ° influence programs
- Organization and monitoring of meeting plans";Public affairs junior consultant;5;2016;8;2016;['Higher Education'];2;10;0;1;0
129;25;;VOXE;"Le chatbot de Voxe, le premier chatbot d'actu et d'engagement citoyen, c'est plus de 100K utilisateurs en moins d'un an, des campagnes pour mobiliser les jeunes autour des élections qui mobilisent plus de 45K millennials français et des collaborations avec plus de vingt instituions publiques, du Haut-Commissariat à la réforme des retraites au Parlement européen ou l'Etablissement Français du Sang. 

Mes missions : 
- Construire des relations de confiance avec des partenaires institutionnels 
- Concevoir des plans de mobilisation des jeunes en collaboration avec nos clients 
- Suivi de projet et reporting sur la performance des campagnes

Voxe c’est aussi une longue histoire entrepreneuriale et civique, toujours autour de cette mission d’engagement citoyen grâce à une information plus claire, transparente et pédagogue. Notre initiative a été récompensée pour son caractère innovant et son impact social à de multiples occasions : Station F for Femme, Facebook Startup Garage, Google Impact Challenge, 101 Projets, Dataconnexions, UNAOC, Ariane de Rothschild Foundation.";Business developer;6;2017;12;2019;['Higher Education'];2;10;0;0;0
130;26;Berlin Metropolitan Region;civocracy;"Since 2015, Civocracy has been empowering purpose-driven organizations to drive change through inclusive community engagement with their B2B SaaS. Civocracy vision is to foster engagement that leads to meaningful change.

• Built PM-Tech Lead partnership to drive together the product vision
• Prioritize our solutions based on collaborative methods, market analysis and some frameworks.
• Define and monitor metrics for each project with Amplitude & Matomo analytics
• Gather and analyse customer feedback and lead product discovery (customer jobs interview 😍)
• Adapt Agile methods to work in harmony with our team of 3 developers and designer (Light-Scrum, Kanban).";Product Manager;7;2019;0;0;['Civic', 'Social Organization'];2;10;0;0;0
131;26;Paris Metropolitan Region;mairie de paris;"As a public purchaser intern for the Paris City Hall, I was responsible for preparing and writing bidding documents for various communication and events procurements, including Bastille Day celebrations, Paris Plage, and exhibitions. 
I also played a role in the finalization of contract and pricing negotiations with the applicants. 
In addition, I worked closely with different departments and stakeholders to gather their needs and coordinate their input, ensuring that each call for tender was well-formulated and aligned with the City's goals.";Public purchaser intern;4;2012;9;2012;['Civic', 'Social Organization'];2;10;0;0;0
132;26;Berlin Metropolitan Region;civocracy;"Leveraging my experience working with public organizations as a purchasor, I developed strong relationships with local governments on the French public market.

• Lead the full account management cycle for the French market: product demoing, closing and re-signing (Retention rate 95%)
• Implement SaaS solution for new clients, most entities in the public sector (10+ cities portfolio)
• Facilitate customer success by providing support on project strategy and success metrics, along with regular feedback reports.
• Provide on-site and online training for software onboarding and digital participation best practices.

Data Privacy regulation: Ensure data privacy training and advise teams across the company on legal and regulatory matters (GDPR compliance, calls for tender, commercial).";Account manager Public market;5;2017;9;2019;['Civic', 'Social Organization'];2;10;0;0;0
133;26;Paris Metropolitan Region;sncf;"As a legal advisor in the public procurement division, I provided guidance and support to the 50 purchasers of the SNCF's largest French purchasing group. 
In this role, I was responsible for drafting contracts, offering legal consultations on purchases of services, common supplies, and construction, and designing legal training programs for purchasers. 
My work helped ensure that procurement activities were conducted in compliance with legal requirements and industry best practices.";Legal Counsel - EU & FR public procurement;10;2012;9;2013;['Civic', 'Social Organization'];2;10;0;0;0
134;26;Paris Metropolitan Region;sécurité sociale - indépendants;"As a public procurement manager, I closely collaborated with the director in charge to oversee the procurement process for the regional public health organization with 300 employees.
This involved setting up the annual procurement plan, understanding the needs of each department, drafting specifications, launching tenders, and analyzing applicants' technical and financial offers.
Additionally, I provided legal consultations for business law and human resources, and ensured compliance with European and French rules on public procurement.";Public procurement manager;10;2013;1;2016;['Civic', 'Social Organization'];2;10;0;0;0
135;27;Paris Metropolitan Region;mouvement international atd quart monde;"Stage pratique de fin de formation au sein de la direction de la communication et de l'engagement de l'organisation ATD Quart Monde, durant six semaines.

- réalisation d'une affiche pour les chantiers jeunes
- réalisation d'une maquette pour un document référentiel de 68 pages sur les conseils citoyens
- proposition de maquette pour un dépliant de communication autour des universités populaires quart monde
- réalisation d'un motion design présentant l'organisation";Graphiste;3;2022;4;2022;['nan'];999;999;0;0;0
136;27;;démocratie ouverte;;Administrateur;6;2014;2;2018;['nan'];999;999;0;0;0
137;27;Paris Metropolitan Region;cap collectif;J’ai mis en place la stratégie de communication de l’entreprise dans un contexte de forte croissance. Au quotidien, j’ai assuré la communication interne, la rédaction d’articles de blog, l’animation du site web, la rédaction de la newsletter, la gestion et animation des réseaux sociaux ainsi que les relations publiques : interventions à des événements sectoriels, rencontres de personnalités qualifiées, publications dans la presse.;Directeur de la communication;10;2016;12;2018;['nan'];999;999;1;0;0
138;27;Nanterre, Île-de-France, France;axa en france;Je me suis chargé de la création de contenus des différents réseaux sociaux de la marque AXA, depuis la mise en forme jusqu'à la publication et la sponsorisation, en accord avec la ligne éditoriale fixée et en respect d'un calendrier de publication concerté. J'ai également été en appui stratégique sur l'expertise social média sur des projets transversaux au sein de la direction de la communication.;Chargé de mission Social Media;11;2019;5;2021;['nan'];999;999;0;0;0
139;27;Coutances, Normandie, France;freelance;"j'accompagne mes client•e•s dans la mise en image(s) de leur communication.

- objets qui s'impriment : affiches, brochures, prospectus, tracts, dépliants, flyers, kakemonos, rapports...
- objets d'imagination : illustrations (presse, édition), motion design
- objets de significations : logos, identités visuelles";Graphiste;5;2022;0;0;['nan'];999;999;0;0;0
140;28;Nice, Provence-Alpes-Côte d’Azur, France;oktogone group;;Directeur des Partenariats et des Relations Institutionnelles ;11;2020;0;0;['Higher Education'];11;50;1;0;0
141;28;Paris Metropolitan Region;jobteaser;"- Located business deals by contacting potential partners; discovering and exploring opportunities
- Screened potential business deals by analyzing market strategies, deal requirements, potential and financials, evaluating options; resolving internal priorities.
-Developed negotiating strategies and positions by studying integration of new venture with company strategies and operations; examining risks and potentials; estimating partners' needs and goals.
-Closed new business deals by coordinating requirements; developing and negotiating contracts; integrating contract requirements with business operations.
";Business Developer;11;2014;4;2016;['Higher Education'];11;50;0;0;0
142;28;Paris Metropolitan Region;illity;"- Managed the company strategy and operations 
- Searched for partnerships and suppliers 
- Managed the creation of a BTC e-commerce website ";Founder;4;2016;4;2018;['Higher Education'];11;50;0;0;1
143;28;Paris Metropolitan Region;fluicity;"- Hired, trained and managed a Core New Business Team (sales + SDR) 
- Developed and executed strategic plan to achieve sales targets and expand customer base
- Closed deals with high value Key Account
- Opened and adressed a new target on the existing offering 
- Built and maintain strong, long-lasting customer relationships
- Partnered with customers to understand their business needs and objectives
- Reported on forces that shift tactical budgets and strategic direction of accounts";Sales Director;4;2018;11;2020;['Higher Education'];11;50;1;0;0
144;28;;ad education;;Directeur des Partenariats Stratégiques et des Relations Institutionnelles;11;2022;0;0;['Higher Education'];11;50;1;0;0
145;29;Toronto, Canada Area;the boson project;"The Boson Project is a consulting firm committed to putting coworkers at the heart of transformation projects in order to make lines shift in companies.

- Developing an internationalization strategy for The Boson Project 

- Opening the first international office of The Boson Project, in Canada (Toronto): 
Business development: building the strategy and product, developing sales
Consulting: supporting Boson projects for local companies
Setting up the local office: admin, finance, communication...";In charge of international development - Business developper and manager Canada;1;2018;12;2018;['Information Technology', 'and Services'];11;50;0;0;0
146;29;Francfort-sur-le-Main, Allemagne;schneider electric;Project management on business finance topics at the Schneider Electric German headquarters: coordination of reporting and implementation of new processes, support on a pricing strategy project.;Business Finance;7;2012;12;2012;['Information Technology', 'and Services'];11;50;0;0;0
147;29;Paris Metropolitan Region;make.org;;Head of Consultations On Demand;6;2019;0;0;['Information Technology', 'and Services'];11;50;1;0;0
148;29;Paris Metropolitan Region;the boson project;"The Boson Project is a consulting firm committed to putting coworkers at the heart of transformation projects in order to make lines shift in companies.

- Consultant: supporting small and big companies in their cultural and organisationnal transformations, managing teams

Among these:
Air France - involve coworkers in the dynamic of rethinking the ways of working all across the company.
LVMH - support the structuration of the LVMH Metiers d'Arts entity
Alloresto.fr (a Just Eat company) - work on employee engagement in a time of fast growth of the team.

- Business Development: developing our activities on two new markets, scale-ups and international

- 1st employee: participating in growing the company and the team (recruitment, management, culture, organisation, strategy...)";Consultant and business developper;2;2014;12;2018;['Information Technology', 'and Services'];11;50;0;1;0
149;29;Paris Metropolitan Region;carbox;"Part of an innovative and fast growing startup in the mobility sector (today renamed Ubeeqo):
- coordinate and organize communication actions
- support clients and end users
- support strategic projects";Business Development;9;2011;12;2011;['Information Technology', 'and Services'];11;50;0;0;0
150;30;Paris Metropolitan Region;make.org;Make.org is an independent platform for citizen mobilization acting by direct collection of proposals and the implementation of collaborative projects identified as essential to the improvement of society in cooperation with partners empowered for complementary action (associations, companies, institutions and local communities).;CEO;11;2015;0;0;['Information Technology', 'and Services'];11;50;1;0;0
151;30;Paris Metropolitan Region;publicis;;CEO France;9;2014;8;2016;['Information Technology', 'and Services'];11;50;1;0;0
152;30;;deezer;;CEO;0;2010;9;2014;['Information Technology', 'and Services'];11;50;1;0;0
